Switch ID,Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,Active Flow Entries,Packets Looked Up,Packets Matched,Label
of:0000000000000001,Port#:1,295,6319280,15133,108,126,4,556,348,3,4,3,0,0,0,0,0,6,1285,1185,TCP-SYN
of:0000000000000004,Port#:3,4090,88361386,104435296,249484,2310,89,5894,5646572,151,4,2,0,0,0,0,0,10,660288,660153,Normal
of:0000000000000001,Port#:2,992,25232852,12782947,1914,1522,0,0,278,2,5,3,0,0,0,0,0,4,8317,8109,Diversion
of:0000000000000003,Port#:1,1473,31558885,31700004,2499,1546,0,0,278,2,5,1,0,0,0,0,0,4,9483,9363,Blackhole
of:0000000000000003,Port#:1,766,100593,19024831,1508,1071,2,278,278,2,5,4,0,0,0,0,0,6,6254,6081,Diversion
of:000000000000000c,Port#:2,141,15577,23186,253,106,4,556,3341,42,5,3,285,7549,285,7549,285,606,1030,945,Blackhole
of:0000000000000009,Port#:3,92,12493,12493,92,91,4,556,556,4,5,2,0,0,0,0,0,7,2248,2141,TCP-SYN
of:000000000000000c,Port#:2,2041,49947547,55074894,409793,1217,150,5777282,6124,88,4,2,0,0,0,0,0,8,647793,647668,Normal
of:0000000000000007,Port#:2,1547,92718,6471499,3112,96,99,5516,10808,197,5,1,1015,145908,1015,145908,1015,8,5002,4909,TCP-SYN
of:000000000000000a,Port#:4,898,119213,124898,964,1256,4,556,556,4,5,2,0,0,0,0,0,5,6108,5976,Blackhole
of:000000000000000c,Port#:4,8028,132807516,113828600,6424,3216,4,556,560,4,4,5,0,0,0,0,0,204,26419,26187,Diversion
of:000000000000000b,Port#:2,580,12622930,12646476,753,216,41,3002,2626677,73,5,2,0,0,0,0,0,8,2557,2463,PortScan
of:000000000000000a,Port#:3,372,6323123,2480719,45740,96,3,320,320,3,5,1,0,0,0,0,0,5,46314,46210,PortScan
of:0000000000000003,Port#:1,2231,44189516,56964925,3702,2002,0,0,556,4,5,2,0,0,0,0,0,11,12902,12690,Diversion
of:0000000000000005,Port#:2,131,17424,24957,241,141,4,556,626,5,5,1,0,0,0,0,0,4,1518,1409,TCP-SYN
of:0000000000000004,Port#:2,286800,125581222,25570128,305619,2270,105,7096,556,4,5,4,681,15687,681,15687,681,5,962272,962129,Normal
of:0000000000000003,Port#:1,315891,82545609,57503656,316808,1687,0,0,278,2,4,1,0,0,0,0,0,6,993094,992970,Normal
of:000000000000000c,Port#:4,3975,75770733,124680832,416885,1847,0,0,556,4,5,2,0,0,0,0,0,8,995786,995662,Normal
of:000000000000000a,Port#:3,121,8487,6311952,239,46,79,5491,5777176,145,5,1,0,0,0,0,0,7,409,353,TCP-SYN
of:0000000000000003,Port#:2,475,12615711,6349904,626,296,0,0,556,4,5,2,0,0,0,0,0,4,3284,3174,PortScan
of:000000000000000c,Port#:4,310,6321481,12641261,723,146,4,556,2758224,78,5,1,0,0,0,0,0,8,67189,67079,PortScan
of:000000000000000a,Port#:3,178954,139887372,56947335,153777,1885,4,556,560,4,5,3,0,0,0,0,0,6,655408,655284,Normal
of:0000000000000001,Port#:4,1569,212808,63353351,4852,2306,2,278,278,2,4,1,0,0,0,0,0,4,17999,17861,Blackhole
of:0000000000000008,Port#:3,1356,19011672,25347206,2003,1012,4,556,556,4,5,4,0,0,0,0,0,5,7644,7481,Diversion
of:000000000000000a,Port#:3,140,18966,18966,140,161,3,320,320,3,5,1,0,0,0,0,0,5,4068,3967,TCP-SYN
of:000000000000000a,Port#:3,6634,120099759,87947247,6021,2316,94,6516,5646572,151,5,3,630148,6302288,630148,6302288,630148,6,20659,20531,Blackhole
of:000000000000000b,Port#:2,3285,69431837,92970092,411571,1747,0,0,560,4,5,1,0,7747,0,7747,0,6,655833,655707,Normal
of:000000000000000c,Port#:2,2134,44187252,50673273,3575,2092,0,0,560,4,5,2,0,0,0,0,0,6,13746,13615,Blackhole
of:0000000000000007,Port#:1,5051,75959240,38121018,3688,2656,2,278,280,2,5,5,0,0,0,0,0,14,18199,17973,Diversion
of:0000000000000006,Port#:3,704,6352644,18952391,939,246,4,556,556,4,4,1,0,0,0,0,0,6,2189,2085,PortScan
of:000000000000000a,Port#:2,61893,9638142,9624140,62006,131,0,0,763,5,4,2,0,0,0,0,0,6,124715,124611,PortScan
of:000000000000000c,Port#:3,172830,13585854,11915157,282826,727,2,278,560,4,4,3,0,0,0,0,0,4,640673,640555,Normal
of:000000000000000c,Port#:4,157,20650,6339714,559,176,3,320,320,3,5,1,0,0,0,0,0,7,99734,99621,PortScan
of:0000000000000004,Port#:2,395,12610337,30000,364,96,0,0,280,2,5,2,0,0,0,0,0,5,1273,1184,Blackhole
of:0000000000000006,Port#:1,2357,6402903,16678,125,131,99,5835,763,5,5,5,469,6408469,469,6408469,469,8,9004,8906,TCP-SYN
of:000000000000000a,Port#:4,349603,14795591,76042983,158012,2010,4,556,560,4,5,4,0,0,0,0,0,4,656620,656492,Normal
of:000000000000000b,Port#:2,306,6312587,6325885,395,116,0,0,560,4,5,1,0,0,0,0,0,4,808,750,TCP-SYN
of:0000000000000005,Port#:2,282,6317594,29013,327,106,4,556,6575,91,5,1,488,13105,488,13105,488,8,1091,994,TCP-SYN
of:0000000000000004,Port#:3,422,6329716,6330452,432,161,41,3129,2626675,73,5,2,315147,6303417,315147,6303417,315147,8,6467,6400,TCP-SYN
of:000000000000000c,Port#:1,365,12608169,30227,335,116,77,2888938,4005,52,4,2,0,0,0,0,0,10,6031,5937,TCP-SYN
of:000000000000000c,Port#:4,323,6313977,6365200,719,542,0,0,560,4,5,1,0,0,0,0,0,4,2382,2268,Blackhole
of:0000000000000009,Port#:3,107,14093,29291,329,106,4,556,6575,91,5,2,-53,0,-53,0,-53,7,1195,1100,TCP-SYN
of:000000000000000a,Port#:4,4230,6544641,24406,183,216,94,5246,280,2,4,5,0,0,0,0,0,10,9478,9373,TCP-SYN
of:0000000000000005,Port#:1,2036,6416097,14439,106,116,95,5470,556,4,5,1,0,0,0,0,0,6,2348,2249,TCP-SYN
of:000000000000000a,Port#:3,177639,13799098,12610200,299389,790,4,556,278,2,5,2,0,0,0,0,0,5,948201,948077,Normal
of:0000000000000004,Port#:2,4515,63308165,57004511,3909,2497,144,5646165,5783,79,5,2,0,0,0,0,0,6,14635,14502,Blackhole
of:0000000000000004,Port#:3,385,35902,12626370,493,166,4,556,556,4,5,2,0,0,0,0,0,4,1145,1032,TCP-SYN
of:0000000000000007,Port#:1,2458,37954968,83786,635,892,4,556,556,4,5,3,0,0,0,0,0,4,5107,4941,Diversion
of:0000000000000001,Port#:3,2046,110784,127816,2169,146,97,5238,5794,101,5,1,518,109080,518,109080,518,10,6143,6049,TCP-SYN
of:0000000000000001,Port#:3,4521,69628934,50713968,3929,2557,126,5251342,4040,59,5,4,0,0,0,0,0,8,19067,18843,Diversion
of:0000000000000009,Port#:1,464,6334609,23524,176,206,5,598,602,5,4,5,-644624,0,-644624,0,-644624,10,7454,7351,TCP-SYN
of:000000000000000a,Port#:4,185,6304329,21688,218,106,0,0,602,5,5,1,0,0,0,0,0,6,505,448,PortScan
of:0000000000000004,Port#:1,137071,38862725,28607,211,261,5418,293061,759,5,4,1,0,0,0,0,0,5,138474,138370,PortScan
of:0000000000000001,Port#:2,12,1016,12069,90,86,0,0,278,2,5,1,0,0,0,0,0,6,834,745,PortScan
of:0000000000000002,Port#:1,1512,90449,12712456,2078,116,99,5686,4863675,221,5,1,631354,6378131,631354,6378131,631354,7,3909,3802,TCP-SYN
of:000000000000000a,Port#:4,765,43315,6349144,897,76,93,5022,5578,97,4,1,486,33912,486,33912,486,6,1714,1655,TCP-SYN
of:0000000000000005,Port#:2,103954,11924433,23546,179,206,5422,293128,556,4,5,2,0,0,0,0,0,5,105952,105853,PortScan
of:000000000000000c,Port#:2,367,6322421,6330676,486,81,4,556,560,4,5,3,0,7483,0,7483,0,8,1396,1300,TCP-SYN
of:0000000000000004,Port#:1,1790,19047509,6416545,1062,1141,4,556,560,4,5,5,0,0,0,0,0,5,7452,7255,Diversion
of:0000000000000007,Port#:2,1535,18979974,67083211,246488,1165,0,0,322,3,5,1,0,0,0,0,0,6,646442,646318,Normal
of:0000000000000003,Port#:2,187,6304484,28016,269,166,0,0,556,4,5,1,0,0,0,0,0,4,2184,2081,PortScan
of:0000000000000002,Port#:2,800,12656623,12682583,1184,414,4,556,556,4,5,4,0,0,0,0,0,4,4425,4272,Diversion
of:000000000000000a,Port#:3,748,18925923,12653987,858,226,0,0,320,3,5,2,0,0,0,0,0,6,239310,239208,PortScan
of:000000000000000c,Port#:2,360,12607797,28832,331,91,0,0,556,4,5,1,0,7218,0,7218,0,6,1157,1059,PortScan
of:0000000000000009,Port#:3,2766,55109191,86636372,411045,1617,125,4595960,5440,78,4,1,0,0,0,0,0,8,654327,654201,Normal
of:000000000000000c,Port#:4,34651,8171981,1676497,30890,76,75,2626974,3741,48,5,4,0,0,0,0,0,6,65922,65827,PortScan
of:000000000000000b,Port#:2,1869,19075401,25403643,2407,1622,4,556,278,2,5,4,0,0,0,0,0,205,11448,11237,Diversion
of:000000000000000a,Port#:4,4867,75913136,69608063,4641,1766,2,278,280,2,5,3,0,0,0,0,0,6,15786,15665,Blackhole
of:0000000000000008,Port#:2,102,13883,12620775,449,106,4,556,560,4,5,3,0,0,0,0,0,6,1188,1098,TCP-SYN
of:000000000000000b,Port#:1,1566,31562438,38038693,2955,1952,0,0,556,4,5,3,468,6309362,468,6309362,468,8,12819,12604,Diversion
of:0000000000000009,Port#:3,168,22208,22250,169,191,4,560,560,4,4,2,0,0,0,0,0,6,6560,6495,TCP-SYN
of:000000000000000a,Port#:1,591,12632471,12640032,701,151,3,320,320,3,5,3,0,0,0,0,0,4,1659,1550,TCP-SYN
of:0000000000000009,Port#:3,83,11177,69889,1110,76,4,556,6030,105,5,3,0,0,0,0,0,8,2434,2349,TCP-SYN
of:0000000000000004,Port#:1,181762,77055867,12728136,300248,2090,2,278,556,4,5,2,0,0,0,0,0,6,960411,960272,Normal
of:0000000000000004,Port#:1,110603,37430632,23830,175,211,5598,3974079,556,4,5,1,0,0,0,0,0,6,111892,111792,PortScan
of:0000000000000004,Port#:3,1343,181357,44337394,3008,1956,2,278,280,2,4,4,0,0,0,0,0,6,18280,18158,Blackhole
of:000000000000000a,Port#:3,1275,6370014,81229,1314,86,100,5570,5570,100,5,1,5383,53838,5383,53838,5383,6,2753,2651,TCP-SYN
of:0000000000000002,Port#:2,2218,25397265,38022573,2829,1761,4,556,560,4,5,4,0,0,0,0,0,5,13282,13068,Diversion
of:000000000000000a,Port#:3,2891,25478231,107532369,6749,2476,66,4779,5120807,130,4,3,0,0,0,0,0,6,13813,13676,Blackhole
of:000000000000000a,Port#:3,177042,101993342,44297983,153016,1580,2,278,280,2,5,3,0,0,0,0,0,4,651099,650975,Normal
of:0000000000000008,Port#:3,911,18949136,24222,182,216,2,280,278,2,5,3,0,0,0,0,0,5,2643,2534,PortScan
of:000000000000000a,Port#:4,4488,69592644,31769871,3119,2182,72,5321,4989814,129,5,3,0,0,0,0,0,7,12835,12694,Blackhole
of:0000000000000003,Port#:4,2025,37884274,56913857,3265,1532,0,0,278,2,5,2,0,0,0,0,0,205,11236,11029,Diversion
of:0000000000000004,Port#:2,7155,101282826,157961198,7961,3027,4,556,556,4,5,3,0,0,0,0,0,4,29498,29259,Diversion
of:000000000000000b,Port#:2,4642,69616726,75904108,4583,2132,4,556,556,4,5,5,0,0,0,0,0,11,13701,13481,Diversion
of:000000000000000c,Port#:4,136843,19996928,20089802,138502,276,5,598,602,5,5,4,0,0,0,0,0,8,278115,278012,PortScan
of:0000000000000006,Port#:3,1077,25240220,19014332,1534,772,41,3003,3545587,94,5,1,630337,6303373,630337,6303373,630337,6,5054,4935,Blackhole
of:0000000000000004,Port#:1,2191,6423919,12638947,700,136,97,5408,278,2,5,2,0,0,0,0,0,6,3109,3012,TCP-SYN
of:0000000000000007,Port#:1,6297,126343245,181673,1337,1962,2,278,278,2,5,3,0,0,0,0,0,5,11522,11294,Diversion
of:0000000000000004,Port#:2,248,17138,12626037,492,156,0,0,602,5,5,2,0,0,0,0,0,6,1578,1480,TCP-SYN
of:0000000000000004,Port#:2,856,52919,11103,82,76,102,5836,556,4,5,3,0,0,0,0,0,10,3944,3859,TCP-SYN
of:0000000000000001,Port#:1,1712,232616,94890112,5862,2526,2,278,278,2,5,1,0,0,0,0,0,5,20799,20660,Blackhole
of:0000000000000001,Port#:1,506,6326380,18942119,813,211,0,0,560,4,4,2,0,0,0,0,0,8,6016,5909,TCP-SYN
of:000000000000000b,Port#:1,2633,31679345,69455950,3032,917,4,556,560,4,5,4,715,7151,715,7151,715,6,7475,7359,Blackhole
of:0000000000000008,Port#:2,385,122980,6328580,727,326,4,556,556,4,5,3,0,0,0,0,0,6,3845,3740,Overflow
of:0000000000000003,Port#:1,1497,6382887,87048,1436,101,105,6010,6010,105,5,3,486,65286,486,65286,486,6,3311,3220,TCP-SYN
of:0000000000000004,Port#:2,91,12451,20320,205,91,4,556,556,4,5,3,0,7879,0,7879,0,5,460,369,TCP-SYN
of:0000000000000005,Port#:2,82,11103,52919,856,76,4,556,5836,102,5,2,480,41202,480,41202,480,5,1211,1153,TCP-SYN
of:0000000000000002,Port#:1,2081,114239,6420598,2220,76,196,10584,11140,200,5,1,1026,104436,1026,104436,1026,8,4331,4273,TCP-SYN
of:0000000000000006,Port#:3,3497,12794647,31694993,3868,186,150,9195,3156833,179,5,1,-276259,0,-276259,0,-276259,11,10298,10192,TCP-SYN
of:0000000000000003,Port#:3,120150,42934267,70104292,317640,1497,4,556,556,4,4,3,0,0,0,0,0,8,991159,991035,Normal
of:0000000000000002,Port#:2,1942,19086128,25395024,2188,1706,4,556,556,4,5,1,0,0,0,0,0,5,8846,8716,Blackhole
of:000000000000000c,Port#:1,4820,100994648,130882218,413558,2317,0,0,560,4,5,1,0,0,0,0,0,4,665409,665274,Normal
of:0000000000000008,Port#:1,281,30394,12735945,2428,201,27,2204,5518,99,5,4,507,6394632,507,6394632,507,8,5592,5485,TCP-SYN
of:0000000000000004,Port#:1,171,18732,18704,165,134,5,626,556,4,5,4,0,0,0,0,0,6,1229,1088,Diversion
of:000000000000000a,Port#:1,415,6329077,12751497,2795,151,2,278,5408,97,5,3,469,117504,469,117504,469,7,5780,5678,TCP-SYN
of:000000000000000a,Port#:4,4037,63277479,31736899,2775,1981,4,556,560,4,5,5,0,0,0,0,0,204,14516,14301,Diversion
of:000000000000000a,Port#:3,174231,45150999,19009895,151623,1005,5,598,560,4,5,3,0,0,0,0,0,6,644666,644546,Normal
of:0000000000000008,Port#:1,634,55360,18941495,804,216,2,278,278,2,5,3,0,0,0,0,0,5,113981,113877,PortScan
of:0000000000000003,Port#:2,69195,16324861,3750635,69198,146,5057,273078,273634,5061,5,2,0,0,0,0,0,6,139539,139436,PortScan
of:0000000000000007,Port#:3,901,18946742,12919321,5871,186,2,278,10430,190,5,3,1020,279265,1020,279265,1020,9,7305,7200,TCP-SYN
of:0000000000000001,Port#:4,1420,25274670,23472,178,206,47,3671,556,4,4,1,0,0,0,0,0,7,98859,98749,PortScan
of:000000000000000a,Port#:1,219388,37026661,24463913,219475,271,5352,289008,289568,5356,5,1,0,0,0,0,0,8,440754,440645,PortScan
of:0000000000000001,Port#:3,2248,6425689,19055842,2936,141,101,5794,5794,101,5,2,502,6407290,502,6407290,502,7,5395,5280,TCP-SYN
of:000000000000000c,Port#:2,296,35957,37355,314,367,4,556,556,4,5,1,0,0,0,0,0,4,1117,1001,Blackhole
of:0000000000000004,Port#:1,658,18918830,6375675,908,484,0,0,350,3,5,2,0,0,0,0,0,5,3801,3645,Diversion
of:0000000000000002,Port#:1,186,6304414,23262,234,116,0,0,626,5,5,2,0,0,0,0,0,10,8177,8081,TCP-SYN
of:0000000000000001,Port#:3,1070,6358446,69703,1110,76,104,5956,5956,104,5,1,496,50629,496,50629,496,8,2329,2227,TCP-SYN
of:0000000000000006,Port#:3,5663,88583137,229002,1686,2486,133,5252077,278,2,5,4,0,0,0,0,0,5,15108,14974,Blackhole
of:0000000000000007,Port#:1,79,11171,11617,85,81,4,556,556,4,5,4,0,0,0,0,0,4,254,160,TCP-SYN
of:000000000000000c,Port#:3,746,6369504,6370918,757,602,2,278,278,2,5,1,0,0,0,0,0,5,2843,2727,Blackhole
of:0000000000000003,Port#:3,1588,89408,12692645,1794,96,90,4860,5138,92,5,2,502,72468,502,72468,502,6,3863,3767,TCP-SYN
of:000000000000000b,Port#:1,361,12607868,36390,387,171,0,0,560,4,5,1,0,0,0,0,0,4,894,833,TCP-SYN
of:0000000000000007,Port#:1,148,19690,12634250,607,166,6,640,644,6,5,4,0,0,0,0,0,4,1598,1500,TCP-SYN
of:0000000000000001,Port#:1,189,6304641,23979,231,131,24,526149,2620,29,5,1,192,7219,192,7219,192,6,644,543,TCP-SYN
of:0000000000000002,Port#:1,3661,82034084,82258082,5264,2497,0,0,556,4,5,2,0,0,0,0,0,4,10645,10482,Diversion
of:000000000000000c,Port#:2,474,12615641,6346220,599,256,0,0,759,5,4,2,0,0,0,0,0,4,3203,3096,PortScan
of:0000000000000009,Port#:1,526,6345853,57407,572,417,4,556,556,4,5,4,0,0,0,0,0,505,1754,1648,Blackhole
of:0000000000000006,Port#:3,250,16932,12634358,589,234,0,0,560,4,5,2,0,0,0,0,0,6,2282,2133,Diversion
of:0000000000000001,Port#:1,161,21788,21830,162,191,4,556,556,4,5,4,0,0,0,0,0,6,1494,1394,TCP-SYN
of:000000000000000c,Port#:2,7182,182946112,137331877,415462,2907,0,0,560,4,4,2,0,0,0,0,0,6,674557,674420,Normal
of:0000000000000005,Port#:1,193,6304899,24949,239,141,0,0,560,4,4,2,0,0,0,0,0,4,1818,1723,PortScan
of:0000000000000005,Port#:1,712,90040,19025222,1613,921,4,556,560,4,5,5,0,0,0,0,0,4,7108,6942,Diversion
of:000000000000000c,Port#:2,361,12607883,28922,321,111,0,0,278,2,5,1,0,0,0,0,0,6,128438,128347,PortScan
of:0000000000000004,Port#:2,615,231064,18950647,884,291,3,320,350,3,4,3,0,9331,0,9331,0,6,4759,4652,Overflow
of:0000000000000004,Port#:2,280789,30736271,19122460,304220,950,2,278,556,4,5,4,0,0,0,0,0,4,949670,949545,Normal
of:0000000000000008,Port#:3,256,17890,12662406,796,552,0,0,280,2,5,2,0,0,0,0,0,4,2307,2191,Blackhole
of:0000000000000005,Port#:1,3933,19112376,12628491,506,191,98,5632,556,4,4,3,0,6303352,0,6303352,0,7,7639,7524,TCP-SYN
of:0000000000000008,Port#:1,119,8347,6314046,252,71,49,3511,3283097,89,5,2,0,0,0,0,0,6,828,731,PortScan
of:000000000000000a,Port#:1,361,12607860,26169,302,76,119,4726719,5321,72,5,2,476,7747,476,7747,476,8,1393,1311,TCP-SYN
of:0000000000000008,Port#:3,1842,111536,105178,1750,146,204,12556,5998,105,5,3,588,87102,588,87102,588,7,4304,4202,TCP-SYN
of:000000000000000c,Port#:3,1787,37883609,38676,392,216,2,280,278,2,5,3,0,0,0,0,0,6,209666,209558,PortScan
of:0000000000000002,Port#:1,4163,57020068,50697246,3705,2517,2,278,278,2,5,4,0,0,0,0,0,6,17922,17698,Diversion
of:0000000000000001,Port#:1,404,12647648,54084,621,432,0,0,322,3,5,4,0,6303353,0,6303353,0,6,1566,1463,Overflow
of:000000000000000c,Port#:3,180722,160621679,195047137,291452,2607,61,1708468,560,4,4,3,0,0,0,0,0,6,669211,669075,Normal
of:0000000000000002,Port#:2,2544,19165896,31802847,3328,2577,4,556,278,2,4,2,0,0,0,0,0,4,11013,10932,Blackhole
of:0000000000000002,Port#:1,1623,19041987,37968961,2389,1251,136,5645364,280,2,5,4,581,6348,581,6348,581,6,8213,8008,Diversion
of:000000000000000c,Port#:4,148,20078,20162,150,176,2,278,278,2,5,1,0,0,0,0,0,6,6568,6469,TCP-SYN
of:0000000000000004,Port#:2,531,12630900,24112,184,211,4,556,556,4,5,2,0,0,0,0,0,4,1472,1357,PortScan
of:0000000000000009,Port#:2,247,25581,17560,125,146,5,598,556,4,5,3,0,0,0,0,0,6,6095,5991,TCP-SYN
of:0000000000000002,Port#:2,443,56386,55926,414,592,4,556,560,4,5,3,0,0,0,0,0,6,2928,2813,Blackhole
of:000000000000000c,Port#:1,2188,50482410,44365335,3435,1916,0,0,560,4,5,1,0,0,0,0,0,5,12436,12307,Blackhole
of:0000000000000009,Port#:2,285,6317782,22006,219,106,5,598,556,4,5,3,0,0,0,0,0,7,915,828,PortScan
of:000000000000000a,Port#:2,801,12636634,25274943,1283,474,0,0,280,2,5,3,634,6348,634,6348,634,5,3778,3622,Diversion
of:000000000000000b,Port#:1,3845,93980585,79595755,241936,2330,147,5646012,5844,86,4,1,0,0,0,0,0,8,517670,517582,Normal
of:0000000000000003,Port#:3,313,6321607,6335454,521,146,4,556,6302910,166,5,1,564600,5646004,564600,5646004,564600,5,1490,1385,TCP-SYN
of:000000000000000a,Port#:2,11,926,9732,73,61,1,70,350,3,4,1,0,0,0,0,0,8,2646,2560,TCP-SYN
of:0000000000000001,Port#:2,11,926,12201,92,86,0,0,278,2,4,1,0,0,0,0,0,6,2505,2420,TCP-SYN
of:0000000000000006,Port#:2,2427,12720989,6440887,2478,131,97,5238,6001,102,4,1,491,6408469,491,6408469,491,6,5002,4939,TCP-SYN
of:0000000000000003,Port#:4,1377,12728974,6456699,1657,1121,4,556,556,4,5,2,0,0,0,0,0,6,6424,6300,Blackhole
of:000000000000000c,Port#:2,189,6304617,18814,201,66,0,0,833,6,5,1,0,0,0,0,0,6,798,705,TCP-SYN
of:0000000000000009,Port#:3,164,22496,22460,167,201,2,278,278,2,5,1,0,0,0,0,0,7,1508,1403,TCP-SYN
of:0000000000000008,Port#:2,3323,12742303,18429628,3505,156,185,10982,5652188,255,5,2,499522,5139095,499522,5139095,499522,6,8506,8405,TCP-SYN
of:0000000000000001,Port#:4,699,12601324,18943642,875,156,0,0,602,5,5,1,0,0,0,0,0,6,2141,2043,PortScan
of:0000000000000003,Port#:4,743,5949135,48717169,408851,1187,154,5908618,6388,92,4,1,555,5556,555,5556,555,8,646902,646777,Normal
of:0000000000000007,Port#:2,4845,75924152,189419,1401,2046,2,278,278,2,4,2,0,0,0,0,0,4,11327,11194,Blackhole
of:0000000000000003,Port#:4,53630,9202303,14885,112,116,5208,282277,556,4,5,4,0,0,0,0,0,10,107714,107619,PortScan
of:000000000000000a,Port#:4,568,12628773,6324713,383,106,4,556,556,4,4,2,0,0,0,0,0,5,1262,1161,PortScan
of:0000000000000002,Port#:2,5259,82283194,57071430,4589,3027,4,556,556,4,5,4,0,0,0,0,0,4,22906,22681,Diversion
of:000000000000000a,Port#:3,430,42501,25262126,1211,246,4,556,4067,53,4,2,0,0,0,0,0,5,2533,2421,PortScan
of:0000000000000008,Port#:2,19159,1040775,676815,12419,66,5014,271261,271191,5013,5,2,0,0,0,0,0,9,38670,38571,PortScan
of:000000000000000c,Port#:4,198,26834,26750,196,246,4,556,556,4,5,1,0,0,0,0,0,4,2378,2272,PortScan
of:0000000000000001,Port#:3,1204,31554264,20277374,141866,271,4,556,274822,5083,5,2,0,0,0,0,0,5,143475,143352,PortScan
of:000000000000000c,Port#:2,4932,126159628,94978932,6771,3257,0,0,560,4,5,3,0,0,0,0,0,204,26525,26293,Diversion
of:0000000000000003,Port#:1,1738,31573674,50571739,2754,1182,0,0,278,2,5,2,0,0,0,0,0,6,9347,9150,Diversion
of:0000000000000003,Port#:1,478,12623929,24335,236,136,2,278,278,2,4,3,0,0,0,0,0,5,68436,68335,PortScan
of:0000000000000006,Port#:1,263,31329,6348683,648,284,5,626,630,5,5,5,0,0,0,0,0,6,2929,2771,Diversion
of:000000000000000a,Port#:4,350156,14872668,101350168,159492,2860,2,278,280,2,5,4,0,0,0,0,0,4,667077,666942,Normal
of:000000000000000a,Port#:1,3669,31826106,44418436,3802,2546,4,556,556,4,5,3,0,0,0,0,0,4,17148,17020,Blackhole
of:0000000000000004,Port#:3,539,6328755,18939839,838,156,0,0,560,4,5,2,630335,6303353,630335,6303353,630335,6,2148,2048,Blackhole
of:0000000000000005,Port#:2,3836,56982260,44363584,3314,2172,4,556,556,4,4,4,14,148,14,148,14,7,15399,15176,Diversion
of:0000000000000001,Port#:4,583,12623133,12638718,693,136,0,0,278,2,5,1,0,0,0,0,0,6,2376,2286,TCP-SYN
of:000000000000000c,Port#:3,1109,31533617,22672023,238419,1050,83,3151479,3857,52,5,1,0,0,0,0,0,6,509195,509115,Normal
of:000000000000000a,Port#:2,1312,37839224,12778832,1958,1316,0,0,560,4,5,1,0,0,0,0,0,6,8668,8540,Blackhole
of:0000000000000004,Port#:1,1051,25246797,6351454,746,146,4,556,630,5,5,3,0,0,0,0,0,4,2119,2011,TCP-SYN
of:0000000000000009,Port#:1,1147,70877,70555,1144,116,104,5960,5960,104,5,2,534,55404,534,55404,534,8,2524,2460,TCP-SYN
of:0000000000000008,Port#:1,315,30802,19446,144,156,4,556,602,5,5,4,0,0,0,0,0,8,1748,1644,Overflow
of:000000000000000c,Port#:4,149,10311,6418534,449,186,0,0,1572,22,5,1,0,6303372,0,6303372,0,8,2649,2548,Overflow
of:0000000000000006,Port#:3,1102,12692663,12684184,982,752,4,556,556,4,4,3,0,0,0,0,0,4,3830,3720,Blackhole
of:0000000000000008,Port#:3,8390,132832627,164312641,8758,2896,4,560,3939655,105,5,3,0,0,0,0,0,5,24463,24324,Blackhole
of:0000000000000004,Port#:2,282572,68621637,19167646,304676,1260,2,278,556,4,5,4,0,0,0,0,0,4,952700,952568,Normal
of:0000000000000001,Port#:2,475,41839,12626102,493,161,54,3986,4333187,112,5,3,433290,6303617,433290,6303617,433290,6,1866,1772,PortScan
of:0000000000000005,Port#:2,495,12617027,6579389,822,282,0,0,602,5,4,3,0,0,0,0,0,6,2010,1909,Overflow
of:000000000000000a,Port#:3,762,18935124,6337165,544,141,4,556,556,4,5,2,0,6303305,0,6303305,0,5,1540,1428,TCP-SYN
of:000000000000000c,Port#:1,965,25230842,12733180,1543,1012,0,0,556,4,5,3,0,148,0,148,0,5,7644,7481,Diversion
of:0000000000000002,Port#:1,2750,63098888,56984535,3995,2012,0,0,278,2,5,2,0,0,0,0,0,4,8147,7991,Diversion
of:0000000000000009,Port#:3,101,14035,13915,102,111,2,278,278,2,5,1,0,0,0,0,0,5,856,758,TCP-SYN
of:0000000000000003,Port#:2,1696,44154034,25426387,2666,1752,0,0,278,2,5,3,0,0,0,0,0,205,11857,11646,Diversion
of:0000000000000007,Port#:3,145316,51907210,14106243,144118,286,5016,270864,271424,5020,5,2,0,0,0,0,0,6,292642,292538,PortScan
of:0000000000000003,Port#:1,153,19932,6323123,324,166,4,556,560,4,5,4,0,0,0,0,0,4,2167,2059,TCP-SYN
of:0000000000000003,Port#:4,481,12616096,16334710,237838,920,0,0,280,2,5,1,0,0,0,0,0,4,507717,507640,Normal
of:000000000000000a,Port#:2,77428,16771068,10463363,77497,151,5066,273564,273844,5068,5,2,0,0,0,0,0,8,155771,155665,PortScan
